CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location
LINK-000944,Manhattan,107,6,40.77814804,-73.98225464,Live,2061 BROADWAY,10023,mn-07-133652,08/03/2017 12:00:00 AM,06/30/2017 12:00:00 AM,Lincoln Square,1030418,1011630030,1015900,WEST 71 STREET,WEST 72 STREET,NW,,"(40.77814804, -73.98225464)"
LINK-005211,Manhattan,109,7,40.818371,-73.952755,Live,1500 AMSTERDAM AVENUE,10031,mn-09-111948,07/21/2016 12:00:00 AM,07/14/2016 12:00:00 AM,Manhattanville,1059764,1019880029,1022301,WEST 134 STREET,WEST 135 STREET,NW,,"(40.818371, -73.952755)"
LINK-010764,Manhattan,104,3,40.76338512,-73.99286971,Live,703 10 AVENUE,10036,mn-04-122466,12/04/2017 12:00:00 AM,10/07/2017 12:00:00 AM,Clinton,1026998,1010760036,1012900,WEST 48 STREET,WEST 47 STREET,NW,,"(40.76338512, -73.99286971)"
LINK-019782,Queens,401,26,40.75149813,-73.93415739,Live,30-25 NORTHERN BOULEVARD,11101,qu-01-145946,01/09/2018 12:00:00 AM,09/16/2017 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4000000,4004020001,4003100,40 AVENUE,40 ROAD,NE,81764,"(40.75149813, -73.93415739)"
LINK-011111,Manhattan,107,6,40.78769783,-73.97141311,Live,574 COLUMBUS AVENUE,10024,mn-07-134640,04/30/2018 12:00:00 AM,02/26/2018 12:00:00 AM,Upper West Side,1032247,1012180036,1017300,WEST 88 STREET,WEST 87 STREET,SW,,"(40.78769783, -73.97141311)"
LINK-005435,Bronx,204,8,40.831543,-73.92264499,Live,1049 GERARD AVENUE,10452,bx-04-145687,01/17/2017 12:00:00 AM,08/27/2016 12:00:00 AM,West Concourse,2002938,2024770015,2019500,EAST 165 STREET,EAST 164 STREET,SW,81371,"(40.831543, -73.92264499)"
LINK-000835,Manhattan,108,4,40.76723406,-73.96228982,Live,1175 3 AVENUE,10065,mn-08-120988,03/30/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1043902,1014237501,1011800,EAST 68 STREET,EAST 69 STREET,NE,,"(40.76723406, -73.96228982)"
LINK-021385,Queens,409,32,40.693166,-73.853678,Live,91-03 JAMAICA AVENUE,11421,qu-09-145984,03/29/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Woodhaven,4585192,4088700066,4001400,91 STREET,92 STREET,NE,81789,"(40.693166, -73.853678)"
LINK-011198,Queens,404,21,40.74774238,-73.88227031,Live,83-20 ROOSEVELT AVENUE,11372,qu-04-136365,09/07/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Elmhurst,4037071,4015030001,4026901,BAXTER STREET,84 STREET,SE,,"(40.74774238, -73.88227031)"
LINK-012038,Brooklyn,301,34,40.71444574,-73.94594832,Live,691 METROPOLITAN AVENUE,11211,bk-01-126861,04/24/2018 12:00:00 AM,09/23/2017 12:00:00 AM,East Williamsburg,3068728,3027590001,3049700,MANHATTAN AVENUE,GRAHAM AVENUE,NE,,"(40.71444574, -73.94594832)"
LINK-013508,Queens,401,22,40.76427257,-73.9159581,Live,37-20 30 AVENUE,11103,qu-01-125113,06/26/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Astoria,4010592,4006590050,4006300,38 STREET,37 STREET,SW,,"(40.76427257, -73.9159581)"
LINK-006031,Manhattan,109,9,40.817656,-73.953007,Live,1481 AMSTERDAM AVENUE,10031,mn-09-120563,09/28/2016 12:00:00 AM,08/05/2016 12:00:00 AM,Manhattanville,1059645,1019710001,1021303,WEST 133 STREET,WEST 134 STREET,NE,,"(40.817656, -73.953007)"
LINK-000022,Brooklyn,317,45,40.63855961,-73.95360324,Live,1339 FLATBUSH AVENUE,11226,bk-17-126527,05/11/2018 12:00:00 AM,12/18/2017 12:00:00 AM,Erasmus,3120360,3052110064,3079000,FOSTER STREET,BEDFORD STREET,NE,,"(40.63855961, -73.95360324)"
LINK-019892,Queens,401,26,40.75672431,-73.9143831,Live,45-18 BROADWAY,11103,qu-01-145953,01/10/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Astoria,4012439,4007080040,4016100,46 STREET,45 STREET,SW,81891,"(40.75672431, -73.9143831)"
LINK-001155,Queens,402,26,40.743221,-73.921257,Live,43-02 QUEENS BOULEVARD,11104,qu-02-142124,02/02/2017 12:00:00 AM,11/19/2016 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001992,4001680026,4018300,43 STREET,44 STREET,SE,,"(40.743221, -73.921257)"
LINK-021901,Manhattan,108,4,40.76842289,-73.96138086,Live,201 EAST 70 STREET,10021,mn-08-120982,03/06/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1043920,1014250001,1012600,3 AVENUE,2 AVENUE,NE,,"(40.76842289, -73.96138086)"
LINK-012685,Manhattan,104,3,40.76233629,-73.99336769,Live,656 10 AVENUE,10036,mn-04-135797,01/25/2019 12:00:00 AM,08/23/2018 12:00:00 AM,Clinton,1081664,1010560001,1012700,WEST 46 STREET,WEST 47 STREET,NE,,"(40.76233629, -73.99336769)"
LINK-010258,Manhattan,112,10,40.84985449,-73.93347331,Live,1439 ST. NICHOLAS AVENUE,10033,mn-12-111623,02/20/2018 12:00:00 AM,12/05/2017 12:00:00 AM,Washington Heights North,1063943,1021650011,1027100,WEST 182 STREET,WEST 181 STREET,SW,,"(40.84985449, -73.93347331)"
LINK-012012,Brooklyn,301,33,40.7334,-73.954886,Live,1007 MANHATTAN AVENUE,11222,bk-01-125263,04/14/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Greenpoint,3064146,3025220043,3056300,HURON STREET,GREEN STREET,NW,,"(40.7334, -73.954886)"
LINK-000108,Manhattan,105,3,40.76700781,-73.98185929,Live,1785 BROADWAY,10019,mn-05-122514,07/20/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Midtown-Midtown South,1024900,1010297501,1013700,WEST 58 STREET,WEST 57 STREET,SW,,"(40.76700781, -73.98185929)"
LINK-018226,Bronx,201,8,40.81225338,-73.92866453,Live,217 EAST 138 STREET,10451,bx-01-145854,10/19/2017 12:00:00 AM,06/24/2017 12:00:00 AM,Mott Haven-Port Morris,2000969,2023400001,2005100,PARK AVENUE,CANAL PLACE,NW,81626,"(40.81225338, -73.92866453)"
LINK-014398,Manhattan,112,10,40.85487571,-73.9293896,Live,599 WEST 190 STREET,10040,mn-12-131047,06/05/2018 12:00:00 AM,04/19/2018 12:00:00 AM,Washington Heights North,1063863,1021610001,1027700,ST NICHOLAS AVENUE,AUDUBON AVENUE,NE,,"(40.85487571, -73.9293896)"
LINK-013521,Queens,406,29,40.72024516,-73.8446443,Live,107-02 71 AVENUE,11375,qu-06-124227,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Forest Hills,4078001,4032560035,4073700,AUSTIN STREET,QUEENS BOULEVARD,NE,,"(40.72024516, -73.8446443)"
LINK-001706,Manhattan,109,7,40.825419,-73.947604,Live,1722 AMSTERDAM AVENUE,10031,mn-09-120565,02/01/2017 12:00:00 AM,06/24/2016 12:00:00 AM,Hamilton Heights,1061940,1020770030,1022900,WEST 145 STREET,WEST 146 STREET,NW,,"(40.825419, -73.947604)"
LINK-012539,Manhattan,112,7,40.83418925,-73.94544961,Live,3779 BROADWAY,10032,mn-12-120348,03/27/2018 12:00:00 AM,12/20/2016 12:00:00 AM,Washington Heights South,1063255,1021340090,1024100,WEST 157 STREET,WEST 156 STREET,SW,,"(40.83418925, -73.94544961)"
LINK-014638,Manhattan,104,3,40.74212565,-73.99352183,Live,675 6 AVENUE,10011,mn-04-134628,07/06/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014774,1007970037,1008700,WEST 22 STREET,WEST 21 STREET,SE,,"(40.74212565, -73.99352183)"
LINK-018207,Queens,402,26,40.74263091,-73.95267766,Live,10-51 JACKSON AVENUE,11101,qu-02-145782,03/22/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4000243,4000420028,4000700,50 AVENUE,49 AVENUE,NE,81607,"(40.74263091, -73.95267766)"
LINK-000349,Manhattan,106,4,40.7585484,-73.96895056,Live,900 3 AVENUE,10022,mn-06-135879,04/15/2016 12:00:00 AM,02/15/2016 12:00:00 AM,Turtle Bay-East Midtown,1081162,1013090032,1010000,EAST 54 STREET,EAST 55 STREET,NW,,"(40.7585484, -73.96895056)"
LINK-000606,Manhattan,106,2,40.741481,-73.983198,Live,81 LEXINGTON AVENUE,10016,mn-06-134680,07/19/2017 12:00:00 AM,06/11/2017 12:00:00 AM,Gramercy,1018134,1008820030,1006800,EAST 26 STREET,EAST 27 STREET,NE,,"(40.741481, -73.983198)"
LINK-000920,Manhattan,107,3,40.76981619,-73.98192926,Live,1860 BROADWAY,10023,mn-07-133501,09/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Lincoln Square,1087510,1011147503,1014500,WEST 61 STREET,WEST 62 STREET,NE,,"(40.76981619, -73.98192926)"
LINK-014483,Bronx,201,17,40.817446,-73.915574,Live,2922 3 AVENUE,10455,bx-01-118942,12/28/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Melrose South-Mott Haven North,2001166,2023620021,2007100,EAST 152 STREET,EAST 151 STREET,SE,,"(40.817446, -73.915574)"
LINK-000837,Manhattan,108,4,40.76785489,-73.96225464,Live,170 EAST 69 STREET,10065,mn-08-120985,03/29/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1042479,1014030033,1012000,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.76785489, -73.96225464)"
LINK-000444,Manhattan,104,3,40.740531,-74.001807,Live,104 8 AVENUE,10011,mn-04-135039,07/12/2017 12:00:00 AM,06/10/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1081534,1007650001,1008100,WEST 15 STREET,WEST 16 STREET,NE,,"(40.740531, -74.001807)"
LINK-000253,Manhattan,106,2,40.736214,-73.9849,Live,205 3 AVENUE,10003,mn-06-133527,07/14/2016 12:00:00 AM,05/21/2016 12:00:00 AM,Gramercy,1019580,1008990001,1004800,EAST 19 STREET,EAST 18 STREET,SE,,"(40.736214, -73.9849)"
LINK-003872,Manhattan,107,7,40.79717824,-73.96822346,Live,836 AMSTERDAM AVENUE,10025,mn-07-120536,10/10/2016 12:00:00 AM,07/30/2016 12:00:00 AM,Upper West Side,1056483,1018720029,1018700,WEST 101 STREET,WEST 100 STREET,SW,,"(40.79717824, -73.96822346)"
LINK-007085,Manhattan,107,6,40.77426628,-73.98094971,Live,157 COLUMBUS AVENUE,10023,mn-07-120936,10/07/2016 12:00:00 AM,08/19/2016 12:00:00 AM,Lincoln Square,1028260,1011207501,1015300,WEST 67 STREET,WEST 68 STREET,NE,,"(40.77426628, -73.98094971)"
LINK-011512,Brooklyn,301,34,40.702247,-73.942287,Live,46 GRAHAM AVENUE,11206,bk-01-126657,08/02/2017 12:00:00 AM,07/01/2017 12:00:00 AM,East Williamsburg,3071613,3031200008,3049100,COOK STREET,DEBEVOISE STREET,SE,,"(40.702247, -73.942287)"
LINK-002061,Manhattan,109,7,40.82758,-73.949288,Live,546 WEST 147 STREET,10031,mn-09-120434,08/22/2016 12:00:00 AM,08/01/2016 12:00:00 AM,Hamilton Heights,1061968,1020780061,1023300,BROADWAY,AMSTERDAM AVENUE,SE,,"(40.82758, -73.949288)"
LINK-010798,Manhattan,107,6,40.77737709,-73.97844368,Live,49 WEST 72 STREET,10023,mn-07-119836,06/05/2018 12:00:00 AM,02/26/2018 12:00:00 AM,Lincoln Square,1028631,1011250001,1015700,COLUMBUS AVENUE,CENTRAL PARK WEST,NE,,"(40.77737709, -73.97844368)"
LINK-005414,Staten Island,502,50,40.578802,-74.101669,Live,2115 HYLAN BOULEVARD,10306,si-02-145809,05/25/2017 12:00:00 AM,04/10/2017 12:00:00 AM,New Dorp-Midland Beach,5051504,5035750067,5011402,BEDFORD AVENUE,HAMDEN AVENUE,NW,81716,"(40.578802, -74.101669)"
LINK-000974,Manhattan,107,6,40.78460807,-73.97977572,Live,246 WEST 80 STREET,10024,mn-07-121312,11/21/2016 12:00:00 AM,11/04/2016 12:00:00 AM,Upper West Side,1032645,1012270054,1016700,BROADWAY,WEST END AVENUE,SW,,"(40.78460807, -73.97977572)"
LINK-010715,Manhattan,108,4,40.7636906,-73.96223547,Live,1221 2 AVENUE,10065,mn-08-121759,03/20/2018 12:00:00 AM,11/14/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1043864,1014180021,1011000,EAST 64 STREET,EAST 63 STREET,SW,,"(40.7636906, -73.96223547)"
LINK-012887,Queens,401,22,40.76355288,-73.92851391,Live,23-55 BROADWAY,11106,qu-01-125092,05/23/2017 12:00:00 AM,04/22/2017 12:00:00 AM,Astoria,4006566,4005670001,4007500,CRESCENT STREET,23 STREET,NW,,"(40.76355288, -73.92851391)"
LINK-018041,Queens,406,29,40.726695,-73.853929,Live,99-40 67 AVENUE,11374,qu-06-145847,07/12/2017 12:00:00 AM,05/20/2017 12:00:00 AM,Forest Hills,4075136,4031700027,4071306,QUEENS BOULEVARD,BOOTH STREET,SE,81461,"(40.726695, -73.853929)"
LINK-019378,Bronx,204,14,40.84220263,-73.91603242,Live,2 EAST 172 STREET,10452,bx-04-146072,04/30/2018 12:00:00 AM,03/19/2018 12:00:00 AM,West Concourse,2008109,2028440012,2022300,JEROME AVENUE,TOWNSEND AVENUE,SE,82154,"(40.84220263, -73.91603242)"
LINK-001045,Brooklyn,307,38,40.659902,-73.998822,Live,784 4 AVENUE,11232,bk-07-141621,04/13/2017 12:00:00 AM,03/03/2017 12:00:00 AM,Sunset Park West,3009658,3006570042,3010100,26 STREET,27 STREET,SW,,"(40.659902, -73.998822)"
LINK-014303,Queens,409,32,40.692672,-73.857547,Live,86-15 JAMAICA AVENUE,11421,qu-09-133287,01/16/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Woodhaven,4181747,4088610082,4001200,87 STREET,86 STREET,NW,,"(40.692672, -73.857547)"
LINK-000052,Brooklyn,306,39,40.68248292,-73.99575348,Live,343 COURT STREET,11231,bk-06-126394,11/21/2017 12:00:00 AM,08/10/2017 12:00:00 AM,Carroll Gardens-Columbia Street-Red Hook,3007004,3004280001,3007500,UNION STREET,SACKETT STREET,NE,,"(40.68248292, -73.99575348)"
LINK-008689,Manhattan,105,3,40.74861534,-73.99248875,Live,362 7 AVENUE,10001,mn-05-122442,12/09/2016 12:00:00 AM,10/08/2016 12:00:00 AM,Midtown-Midtown South,1014343,1007800036,1010100,WEST 30 STREET,WEST 31 STREET,NW,,"(40.74861534, -73.99248875)"
LINK-013817,Manhattan,103,2,40.730496,-73.980768,Live,440 EAST 14 STREET,10009,mn-03-122031,07/21/2017 12:00:00 AM,04/02/2017 12:00:00 AM,East Village,1006019,1004410029,1003400,AVENUE A,1 AVENUE,SW,,"(40.730496, -73.980768)"
LINK-005212,Manhattan,109,7,40.8196,-73.951942,Live,502 WEST 136 STREET,10031,mn-09-120561,09/30/2016 12:00:00 AM,07/10/2016 12:00:00 AM,Manhattanville,1059799,1019880109,1022301,AMSTERDAM AVENUE,BROADWAY,SW,,"(40.8196, -73.951942)"
LINK-000218,Manhattan,104,3,40.74280314,-74.00416971,Live,103 9 AVENUE,10011,mn-04-123524,04/04/2018 12:00:00 AM,02/04/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1078409,1007140031,1008300,WEST 16 STREET,WEST 17 STREET,SW,,"(40.74280314, -74.00416971)"
LINK-018375,Manhattan,111,8,40.79189835,-73.9445962,Live,1928 3 AVENUE,10029,mn-11-146077,05/17/2018 12:00:00 AM,02/04/2018 12:00:00 AM,East Harlem South,1052036,1016340035,1017200,EAST 106 STREET,EAST 107 STREET,MIDBLOCK,81632,"(40.79189835, -73.9445962)"
LINK-002062,Manhattan,109,7,40.828097,-73.949017,Live,3596 BROADWAY,10031,mn-09-111874,08/03/2016 12:00:00 AM,07/14/2016 12:00:00 AM,Hamilton Heights,1062006,1020790061,1023300,WEST 148 STREET,WEST 147 STREET,SE,,"(40.828097, -73.949017)"
LINK-000164,Manhattan,105,4,40.76064069,-73.98446631,Live,1604 BROADWAY,10019,mn-05-122088,07/18/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1024779,1010200038,1012500,WEST 49 STREET,WEST 48 STREET,SE,,"(40.76064069, -73.98446631)"
LINK-021688,Brooklyn,308,35,40.68023805,-73.96451072,Live,888 PACIFIC STREET,11238,bk-08-145908,01/05/2018 12:00:00 AM,08/10/2017 12:00:00 AM,Prospect Heights,3027680,3011310011,3020300,UNDERHILL AVENUE,WASHINGTON STREET,MIDBLOCK,81854,"(40.68023805, -73.96451072)"
LINK-002059,Manhattan,109,7,40.827932,-73.949581,Live,3581 BROADWAY,10031,mn-09-111985,07/20/2016 12:00:00 AM,07/15/2016 12:00:00 AM,Hamilton Heights,1083037,1020940032,1023300,WEST 147 STREET,WEST 148 STREET,NW,,"(40.827932, -73.949581)"
LINK-000636,Manhattan,106,4,40.76063098,-73.96867055,Live,140 EAST 57 STREET,10022,mn-06-133365,02/21/2017 12:00:00 AM,11/23/2016 12:00:00 AM,Turtle Bay-East Midtown,1036887,1013110049,1011203,LEXINGTON AVENUE,3 AVENUE,NE,,"(40.76063098, -73.96867055)"
LINK-001610,Manhattan,109,7,40.80527964,-73.96566952,Live,2878 BROADWAY,10025,mn-09-134690,11/03/2017 12:00:00 AM,09/25/2017 12:00:00 AM,Morningside Heights,1056988,1018830059,1019900,WEST 112 STREET,WEST 111 STREET,SE,,"(40.80527964, -73.96566952)"
LINK-001498,Manhattan,107,6,40.79269555,-73.97343761,Live,2495 BROADWAY,10025,mn-07-133635,03/15/2018 12:00:00 AM,11/22/2017 12:00:00 AM,Upper West Side,1087656,1012400052,1017900,WEST 93 STREET,WEST 92 STREET,SW,,"(40.79269555, -73.97343761)"
LINK-000141,Manhattan,105,3,40.74972091,-73.98808378,Live,1293 BROADWAY,10001,mn-05-122369,07/19/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1015199,1008090045,1010100,WEST 34 STREET,WEST 33 STREET,NW,,"(40.74972091, -73.98808378)"
LINK-020965,Queens,402,26,40.74130348,-73.9190056,Live,45-59 46 STREET,11377,qu-02-145985,05/23/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001553,4001530005,4023500,47 AVENUE,GREENPOINT AVENUE,NE,81873,"(40.74130348, -73.9190056)"
LINK-010357,Manhattan,110,9,40.80899649,-73.95214914,Live,2293 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-142814,11/02/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Central Harlem South,1059275,1019500029,1025700,WEST 123 STREET,WEST 124 STREET,NW,,"(40.80899649, -73.95214914)"
LINK-010675,Manhattan,107,6,40.79030079,-73.97298135,Live,621 AMSTERDAM AVENUE,10024,mn-07-121103,05/31/2017 12:00:00 AM,04/07/2017 12:00:00 AM,Upper West Side,1032489,1012210001,1017700,WEST 90 STREET,WEST 91 STREET,NE,,"(40.79030079, -73.97298135)"
LINK-008840,Manhattan,105,4,40.74670887,-73.98620711,Live,3 WEST 31 STREET,10001,mn-05-107760,08/30/2017 12:00:00 AM,07/29/2017 12:00:00 AM,Midtown-Midtown South,1015816,1008330038,1007600,5 AVENUE,BROADWAY,NW,,"(40.74670887, -73.98620711)"
LINK-018144,Queens,404,25,40.737777,-73.883978,Live,79-14 QUEENS BOULEVARD,11373,qu-04-145777,03/20/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Elmhurst-Maspeth,4056460,4024530018,4047900,51 AVENUE,HILLYER STREET,SW,81552,"(40.737777, -73.883978)"
LINK-021680,Queens,402,26,40.73968025,-73.92206966,Live,43-01 48 AVENUE,11377,qu-02-145981,03/15/2018 12:00:00 AM,10/14/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4002100,4001730001,4018502,43 STREET,44 STREET,NE,81852,"(40.73968025, -73.92206966)"
LINK-000753,Manhattan,105,4,40.76024945,-73.9736332,Live,527 MADISON AVENUE,10022,mn-05-121966,03/01/2018 12:00:00 AM,12/21/2016 12:00:00 AM,Midtown-Midtown South,1035734,1012890052,1010200,MADISON AVENUE,PARK AVENUE,SE,,"(40.76024945, -73.9736332)"
LINK-005217,Manhattan,109,7,40.82263345,-73.94964029,Live,1626 AMSTERDAM AVENUE,10031,mn-09-134416,05/04/2018 12:00:00 AM,08/13/2017 12:00:00 AM,Hamilton Heights,1061769,1020720036,1022500,WEST 141 STREET,WEST 140 STREET,SW,,"(40.82263345, -73.94964029)"
LINK-019901,Queens,404,25,40.74302376,-73.8829233,Live,81-37 BROADWAY,11373,qu-04-145897,08/24/2017 12:00:00 AM,08/05/2017 12:00:00 AM,Elmhurst,4307385,4015097501,4026902,BRITTON AVENUE,PETTIT AVENUE,NW,81842,"(40.74302376, -73.8829233)"
LINK-000251,Manhattan,106,4,40.75071654,-73.97408803,Live,201 EAST 42 STREET,10017,mn-06-137072,03/09/2016 12:00:00 AM,02/07/2016 12:00:00 AM,Turtle Bay-East Midtown,1037549,1013160001,1008800,3 AVENUE,2 AVENUE,NE,,"(40.75071654, -73.97408803)"
LINK-006876,Queens,406,29,40.718953,-73.838976,Live,110-72 QUEENS BOULEVARD,11375,qu-06-145762,03/28/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Forest Hills,4078799,4032927501,4076901,73 ROAD,73 AVENUE,SW,81451,"(40.718953, -73.838976)"
LINK-004817,Manhattan,109,7,40.810163,-73.958744,Live,1244 AMSTERDAM AVENUE,10027,mn-09-142793,09/28/2016 12:00:00 AM,07/30/2016 12:00:00 AM,Morningside Heights,1059657,1019760029,1020300,WEST 121 STREET,WEST 122 STREET,NW,,"(40.810163, -73.958744)"
LINK-014651,Manhattan,110,9,40.812611,-73.945458,Live,2215 ADAM CLAYTON POWELL JR. BOULEVARD,10027,mn-10-120046,02/23/2017 12:00:00 AM,12/06/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1058070,1019150061,1022600,WEST 131 STREET,WEST 130 STREET,SE,,"(40.812611, -73.945458)"
LINK-000712,Manhattan,106,4,40.74998234,-73.98123607,Live,241 MADISON AVENUE,10016,mn-06-133818,07/12/2017 12:00:00 AM,05/26/2017 12:00:00 AM,Murray Hill-Kips Bay,1017220,1008670055,1008200,EAST 38 STREET,EAST 37 STREET,SE,,"(40.74998234, -73.98123607)"
LINK-000489,Manhattan,104,3,40.75413992,-73.99233961,Live,302 WEST 37 STREET,10018,mn-04-122567,04/27/2016 12:00:00 AM,03/10/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1013600,1007600046,1011100,8 AVENUE,9 AVENUE,SW,,"(40.75413992, -73.99233961)"
LINK-000906,Manhattan,111,8,40.797303,-73.940337,Live,2105 3 AVENUE,10029,mn-11-120229,03/22/2016 12:00:00 AM,02/22/2016 12:00:00 AM,East Harlem North,1052515,1016650001,1018800,EAST 115 STREET,EAST 116 STREET,NE,,"(40.797303, -73.940337)"
LINK-013755,Manhattan,105,2,40.74257286,-73.98664796,Live,41 MADISON AVENUE,10010,mn-05-121631,05/10/2017 12:00:00 AM,03/18/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1016749,1008550037,1005600,EAST 25 STREET,EAST 26 STREET,SE,,"(40.74257286, -73.98664796)"
LINK-000612,Manhattan,105,2,40.742139,-73.983048,Live,131 EAST 27 STREET,10016,mn-05-108040,10/06/2017 12:00:00 AM,02/04/2017 12:00:00 AM,Gramercy,1018166,1008830019,1006800,LEXINGTON AVENUE,PARK AVENUE SOUTH,NW,,"(40.742139, -73.983048)"
LINK-011809,Manhattan,103,2,40.73087757,-73.98165945,Live,418 EAST 14 STREET,10009,mn-03-122032,05/12/2017 12:00:00 AM,03/19/2017 12:00:00 AM,East Village,1006014,1004410016,1003400,1 AVENUE,AVENUE A,SE,,"(40.73087757, -73.98165945)"
LINK-001603,Manhattan,107,7,40.802736,-73.967461,Live,2794 BROADWAY,10025,mn-07-134069,10/12/2017 12:00:00 AM,07/28/2017 12:00:00 AM,Morningside Heights,1056672,1018790061,1019500,WEST 108 STREET,WEST 107 STREET,SE,,"(40.802736, -73.967461)"
LINK-011177,Manhattan,109,7,40.82670709,-73.9466648,Live,1760 AMSTERDAM AVENUE,10031,mn-09-134111,08/01/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Hamilton Heights,1061983,1020790029,1023300,WEST 148 STREET,WEST 147 STREET,NW,,"(40.82670709, -73.9466648)"
LINK-000843,Manhattan,108,4,40.770456,-73.959928,Live,1271 3 AVENUE,10021,mn-08-120991,03/29/2016 12:00:00 AM,03/05/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1043984,1014280001,1012600,EAST 73 STREET,EAST 74 STREET,NE,,"(40.770456, -73.959928)"
LINK-013345,Manhattan,110,9,40.81705699,-73.94601241,Live,2550 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119879,03/13/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1058920,1019410061,1022800,WEST 135 STREET,WEST 136 STREET,SE,,"(40.81705699, -73.94601241)"
LINK-000213,Manhattan,104,3,40.74302673,-74.00400454,Live,117 9 AVENUE,10011,mn-04-136743,03/13/2018 12:00:00 AM,10/15/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1078418,1007150010,1008300,WEST 17 STREET,WEST 18 STREET,NW,,"(40.74302673, -74.00400454)"
LINK-000911,Manhattan,111,8,40.80154018,-73.937249,Live,2239 3 AVENUE,10035,mn-11-137841,03/31/2016 12:00:00 AM,02/27/2016 12:00:00 AM,East Harlem North,1054622,1017860047,1019400,EAST 122 STREET,EAST 121 STREET,SE,,"(40.80154018, -73.937249)"
LINK-001134,Queens,406,29,40.728299,-73.858076,Live,98-04 QUEENS BOULEVARD,11374,qu-06-124200,11/30/2016 12:00:00 AM,11/05/2016 12:00:00 AM,Forest Hills,4072158,4030860007,4071306,65 ROAD,66 AVENUE,SE,,"(40.728299, -73.858076)"
LINK-000232,Manhattan,106,4,40.74838329,-73.9763443,Live,578 3 AVENUE,10016,mn-06-121521,03/10/2016 12:00:00 AM,02/28/2016 12:00:00 AM,Murray Hill-Kips Bay,1019272,1008947502,1008000,EAST 38 STREET,EAST 39 STREET,NW,,"(40.74838329, -73.9763443)"
LINK-012780,Manhattan,106,2,40.73996264,-73.97954419,Live,465 2 AVENUE,10016,mn-06-135647,11/15/2017 12:00:00 AM,09/26/2017 12:00:00 AM,Murray Hill-Kips Bay,1019855,1009070025,1006600,EAST 26 STREET,EAST 27 STREET,NW,,"(40.73996264, -73.97954419)"
LINK-010917,Manhattan,112,10,40.84727016,-73.93536211,Live,1359 ST. NICHOLAS AVENUE,10033,mn-12-120772,02/06/2018 12:00:00 AM,12/06/2017 12:00:00 AM,Washington Heights South,1063550,1021440042,1026300,WEST 178 STREET,WEST 177 STREET,SW,,"(40.84727016, -73.93536211)"
LINK-000228,Manhattan,106,2,40.73422211,-73.98665825,Live,147 3 AVENUE,10003,mn-06-135588,05/22/2017 12:00:00 AM,04/29/2017 12:00:00 AM,Gramercy,1017803,1008710039,1005000,EAST 15 STREET,EAST 16 STREET,NW,,"(40.73422211, -73.98665825)"
